date,channel,purchases,sessions,add_to_cart,checkout
2024-06-26,Mobile App,7,177,41,24
2024-06-26,Web,17,430,87,48
2024-06-27,Marketplace,6,116,24,11
2024-06-27,Mobile App,11,254,47,21
2024-06-27,Retail Store,1,27,6,3
2024-06-27,Web,11,274,75,39
2024-06-28,Marketplace,6,156,29,18
2024-06-28,Mobile App,9,213,40,20
2024-06-28,Retail Store,3,57,14,7
2024-06-28,Web,8,151,41,19
2024-06-29,Marketplace,3,73,16,8
2024-06-29,Mobile App,9,229,51,25
2024-06-29,Retail Store,3,79,21,12
2024-06-29,Web,8,204,43,20
2024-06-30,Marketplace,4,111,30,18
2024-06-30,Mobile App,8,169,35,20
2024-06-30,Retail Store,2,50,9,4
2024-06-30,Web,17,312,78,46
2024-07-01,Marketplace,5,98,26,15
2024-07-01,Mobile App,6,115,22,13
2024-07-01,Web,15,314,67,43
2024-07-02,Marketplace,8,180,33,19
2024-07-02,Mobile App,7,147,27,14
2024-07-02,Retail Store,3,73,14,6
2024-07-02,Web,15,276,52,30
2024-07-03,Marketplace,11,296,82,48
2024-07-03,Mobile App,6,160,30,16
2024-07-03,Retail Store,3,82,20,10
2024-07-03,Web,11,300,67,40
2024-07-04,Marketplace,7,194,53,26
2024-07-04,Mobile App,12,273,53,24
2024-07-04,Retail Store,3,81,16,8
2024-07-04,Web,14,290,57,34
2024-07-05,Marketplace,1,22,4,2
2024-07-05,Mobile App,11,213,48,23
2024-07-05,Web,13,327,81,44
2024-07-06,Marketplace,5,135,27,16
2024-07-06,Mobile App,7,173,42,22
2024-07-06,Retail Store,2,45,12,6
2024-07-06,Web,16,440,104,56
2024-07-07,Marketplace,8,158,36,20
2024-07-07,Mobile App,16,446,86,50
2024-07-07,Retail Store,1,19,3,1
2024-07-07,Web,13,279,62,32
2024-07-08,Marketplace,8,156,38,24
2024-07-08,Mobile App,11,256,55,27
2024-07-08,Retail Store,2,44,10,6
2024-07-08,Web,14,367,93,46
2024-07-09,Marketplace,8,194,38,18
2024-07-09,Mobile App,6,156,32,18
2024-07-09,Retail Store,2,39,8,4
2024-07-09,Web,7,148,37,23
2024-07-10,Marketplace,10,192,47,28
2024-07-10,Mobile App,7,139,37,18
2024-07-10,Retail Store,1,19,4,2
2024-07-10,Web,10,229,53,33
2024-07-11,Marketplace,5,115,22,9
2024-07-11,Mobile App,5,119,29,14
2024-07-11,Web,17,346,77,37
2024-07-12,Marketplace,6,146,37,22
2024-07-12,Mobile App,6,155,33,18
2024-07-12,Retail Store,2,49,12,5
2024-07-12,Web,12,245,58,29
2024-07-13,Marketplace,1,20,3,1
2024-07-13,Mobile App,11,231,60,30
2024-07-13,Retail Store,2,38,8,4
2024-07-13,Web,15,393,73,39
2024-07-14,Marketplace,5,137,33,16
2024-07-14,Mobile App,12,228,46,24
2024-07-14,Retail Store,3,65,16,7
2024-07-14,Web,10,260,63,37
2024-07-15,Marketplace,7,140,35,17
2024-07-15,Mobile App,16,357,96,43
2024-07-15,Retail Store,4,72,14,7
2024-07-15,Web,12,335,65,35
2024-07-16,Marketplace,2,42,10,5
2024-07-16,Mobile App,7,165,44,25
2024-07-16,Web,6,122,31,16
2024-07-17,Marketplace,8,160,28,16
2024-07-17,Mobile App,7,167,34,19
2024-07-17,Retail Store,1,23,6,2
2024-07-17,Web,7,182,50,26
2024-07-18,Marketplace,8,181,41,22
2024-07-18,Mobile App,8,153,35,20
2024-07-18,Retail Store,2,47,10,5
2024-07-18,Web,15,370,73,33
2024-07-19,Marketplace,2,36,7,3
2024-07-19,Mobile App,6,141,36,22
2024-07-19,Web,15,367,68,41
2024-07-20,Marketplace,3,66,16,7
2024-07-20,Mobile App,7,181,47,21
2024-07-20,Retail Store,1,20,5,2
2024-07-20,Web,13,251,69,36
2024-07-21,Marketplace,8,214,41,23
2024-07-21,Mobile App,10,204,56,35
2024-07-21,Retail Store,1,22,4,2
2024-07-21,Web,14,325,61,38
2024-07-22,Marketplace,8,176,41,19
2024-07-22,Mobile App,12,259,58,33
2024-07-22,Web,8,189,51,29
2024-07-23,Marketplace,9,236,61,39
2024-07-23,Mobile App,10,212,41,25
2024-07-23,Retail Store,1,22,5,3
2024-07-23,Web,10,239,65,34
2024-07-24,Marketplace,7,137,36,22
2024-07-24,Mobile App,13,320,83,39
2024-07-24,Retail Store,1,24,5,2
2024-07-24,Web,17,361,92,48
2024-07-25,Marketplace,7,160,38,22
2024-07-25,Mobile App,8,184,51,32
2024-07-25,Retail Store,1,18,3,1
2024-07-25,Web,11,198,46,26
2024-07-26,Marketplace,5,99,26,16
2024-07-26,Mobile App,11,304,73,37
2024-07-26,Web,9,207,56,30
2024-07-27,Marketplace,10,240,52,27
2024-07-27,Mobile App,5,98,24,12
2024-07-27,Retail Store,1,18,4,2
2024-07-27,Web,8,185,43,27
2024-07-28,Marketplace,8,145,29,14
2024-07-28,Mobile App,13,358,98,44
2024-07-28,Retail Store,1,25,5,2
2024-07-28,Web,19,485,104,62
2024-07-29,Marketplace,3,71,15,9
2024-07-29,Mobile App,9,225,60,38
2024-07-29,Retail Store,1,23,6,3
2024-07-29,Web,11,208,46,21
2024-07-30,Marketplace,2,48,10,4
2024-07-30,Mobile App,5,131,36,22
2024-07-30,Retail Store,1,23,4,1
2024-07-30,Web,15,380,76,43
2024-07-31,Marketplace,8,159,38,20
2024-07-31,Mobile App,7,178,35,17
2024-07-31,Retail Store,2,44,11,5
2024-07-31,Web,15,355,72,43
2024-08-01,Marketplace,5,100,20,10
2024-08-01,Mobile App,7,182,43,21
2024-08-01,Web,16,363,82,40
2024-08-02,Marketplace,7,150,36,18
2024-08-02,Mobile App,15,286,60,29
2024-08-02,Retail Store,1,27,6,2
2024-08-02,Web,18,337,61,35
2024-08-03,Marketplace,7,151,34,18
2024-08-03,Mobile App,8,159,39,24
2024-08-03,Web,10,251,58,32
2024-08-04,Marketplace,3,60,13,6
2024-08-04,Mobile App,9,218,45,29
2024-08-04,Retail Store,3,72,15,9
2024-08-04,Web,9,212,51,25
2024-08-05,Marketplace,7,135,25,12
2024-08-05,Mobile App,13,247,67,43
2024-08-05,Retail Store,2,47,8,3
2024-08-05,Web,10,224,45,27
2024-08-06,Marketplace,5,107,25,11
2024-08-06,Mobile App,9,181,47,29
2024-08-06,Retail Store,1,20,5,2
2024-08-06,Web,22,466,117,60
2024-08-07,Marketplace,4,93,23,10
2024-08-07,Mobile App,13,289,55,27
2024-08-07,Web,18,415,114,55
2024-08-08,Marketplace,9,195,47,21
2024-08-08,Mobile App,6,163,37,21
2024-08-08,Retail Store,1,18,4,2
2024-08-08,Web,9,169,33,15
2024-08-09,Marketplace,6,137,26,12
2024-08-09,Mobile App,6,127,32,15
2024-08-09,Web,19,486,129,72
2024-08-10,Marketplace,8,178,32,16
2024-08-10,Mobile App,14,302,54,29
2024-08-10,Retail Store,1,26,4,2
2024-08-10,Web,14,324,74,38
2024-08-11,Marketplace,5,137,36,17
2024-08-11,Mobile App,7,131,34,15
2024-08-11,Web,9,192,41,21
2024-08-12,Marketplace,6,122,24,13
2024-08-12,Mobile App,5,114,28,13
2024-08-12,Retail Store,1,19,4,2
2024-08-12,Web,18,496,89,55
2024-08-13,Marketplace,9,214,41,21
2024-08-13,Mobile App,15,271,71,40
2024-08-13,Retail Store,3,60,13,7
2024-08-13,Web,11,221,60,31
2024-08-14,Marketplace,6,109,21,10
2024-08-14,Mobile App,6,148,30,17
2024-08-14,Retail Store,1,18,4,2
2024-08-14,Web,13,304,75,46
2024-08-15,Marketplace,7,154,36,20
2024-08-15,Mobile App,6,112,22,9
2024-08-15,Retail Store,1,25,4,1
2024-08-15,Web,15,297,65,33
2024-08-16,Marketplace,1,26,6,3
2024-08-16,Mobile App,16,291,56,27
2024-08-16,Retail Store,1,26,5,3
2024-08-16,Web,10,189,49,23
2024-08-17,Marketplace,8,215,50,28
2024-08-17,Mobile App,15,313,60,35
2024-08-17,Retail Store,2,53,14,7
2024-08-17,Web,11,228,44,25
2024-08-18,Marketplace,9,245,55,33
2024-08-18,Mobile App,8,181,49,23
2024-08-18,Retail Store,2,41,7,3
2024-08-18,Web,17,318,69,36
2024-08-19,Marketplace,4,88,21,12
2024-08-19,Mobile App,14,295,53,30
2024-08-19,Retail Store,4,85,21,9
2024-08-19,Web,20,557,119,73
2024-08-20,Marketplace,5,97,18,8
2024-08-20,Mobile App,8,173,41,24
2024-08-20,Retail Store,4,77,15,7
2024-08-20,Web,7,185,36,17
2024-08-21,Marketplace,2,40,10,6
2024-08-21,Mobile App,4,105,23,12
2024-08-21,Retail Store,4,78,20,11
2024-08-21,Web,15,381,101,59
2024-08-22,Marketplace,10,251,50,22
2024-08-22,Mobile App,8,166,45,29
2024-08-22,Web,15,386,93,43
2024-08-23,Marketplace,9,244,54,32
2024-08-23,Mobile App,4,74,20,11
2024-08-23,Web,10,187,34,17
2024-08-24,Marketplace,13,307,66,42
2024-08-24,Mobile App,9,168,30,14
2024-08-24,Web,7,135,36,21
2024-08-25,Marketplace,4,89,24,10
2024-08-25,Mobile App,7,159,40,21
2024-08-25,Web,10,262,57,34
2024-08-26,Marketplace,7,132,34,21
2024-08-26,Mobile App,12,285,69,43
2024-08-26,Retail Store,1,19,4,2
2024-08-26,Web,15,311,72,33
2024-08-27,Marketplace,3,77,15,6
2024-08-27,Mobile App,6,150,40,20
2024-08-27,Retail Store,4,86,16,8
2024-08-27,Web,13,357,90,45
2024-08-28,Marketplace,7,151,37,16
2024-08-28,Mobile App,12,279,54,29
2024-08-28,Retail Store,1,26,5,2
2024-08-28,Web,14,327,70,37
2024-08-29,Marketplace,5,101,27,12
2024-08-29,Mobile App,7,128,27,12
2024-08-29,Retail Store,1,22,4,2
2024-08-29,Web,14,284,56,33
2024-08-30,Marketplace,7,126,29,16
2024-08-30,Mobile App,7,166,41,22
2024-08-30,Web,17,331,68,44
2024-08-31,Marketplace,7,168,44,27
2024-08-31,Mobile App,5,134,30,16
2024-08-31,Web,13,265,53,26
2024-09-01,Marketplace,10,276,57,33
2024-09-01,Mobile App,8,171,33,20
2024-09-01,Web,14,255,62,29
2024-09-02,Marketplace,7,151,41,18
2024-09-02,Mobile App,13,328,90,42
2024-09-02,Retail Store,1,21,4,2
2024-09-02,Web,16,323,79,43
2024-09-03,Marketplace,8,159,42,26
2024-09-03,Mobile App,13,260,59,37
2024-09-03,Web,14,362,70,37
2024-09-04,Marketplace,7,137,37,17
2024-09-04,Mobile App,10,244,53,27
2024-09-04,Retail Store,4,95,19,11
2024-09-04,Web,17,404,79,39
2024-09-05,Marketplace,6,144,39,17
2024-09-05,Mobile App,7,143,35,17
2024-09-05,Retail Store,3,69,14,8
2024-09-05,Web,22,441,112,65
2024-09-06,Marketplace,3,57,14,7
2024-09-06,Mobile App,3,75,20,10
2024-09-06,Retail Store,1,22,4,2
2024-09-06,Web,17,390,85,44
2024-09-07,Marketplace,3,54,9,4
2024-09-07,Mobile App,13,345,72,34
2024-09-07,Retail Store,1,18,3,1
2024-09-07,Web,14,278,58,29
2024-09-08,Marketplace,7,169,37,21
2024-09-08,Mobile App,10,225,55,27
2024-09-08,Retail Store,4,92,22,12
2024-09-08,Web,13,334,74,44
2024-09-09,Marketplace,6,141,30,13
2024-09-09,Mobile App,9,215,44,22
2024-09-09,Retail Store,2,51,9,5
2024-09-09,Web,21,557,134,77
2024-09-10,Marketplace,14,361,95,43
2024-09-10,Mobile App,9,174,42,22
2024-09-10,Retail Store,2,41,11,5
2024-09-10,Web,13,291,70,37
2024-09-11,Marketplace,5,136,28,16
2024-09-11,Mobile App,11,240,66,34
2024-09-11,Retail Store,2,40,7,3
2024-09-11,Web,12,334,87,39
2024-09-12,Marketplace,7,184,44,26
2024-09-12,Mobile App,8,197,49,22
2024-09-12,Retail Store,3,61,12,7
2024-09-12,Web,16,406,106,53
2024-09-13,Marketplace,8,215,42,26
2024-09-13,Mobile App,4,109,29,15
2024-09-13,Web,17,429,105,57
2024-09-14,Marketplace,9,213,58,28
2024-09-14,Mobile App,10,278,65,37
2024-09-14,Retail Store,1,25,4,2
2024-09-14,Web,10,208,42,21
2024-09-15,Marketplace,6,159,36,22
2024-09-15,Mobile App,5,128,30,13
2024-09-15,Retail Store,1,25,6,2
2024-09-15,Web,12,292,78,41
2024-09-16,Marketplace,4,109,27,13
2024-09-16,Mobile App,12,267,53,31
2024-09-16,Retail Store,2,52,9,4
2024-09-16,Web,23,621,139,78
2024-09-17,Marketplace,6,147,27,13
2024-09-17,Mobile App,9,182,43,23
2024-09-17,Retail Store,2,53,14,7
2024-09-17,Web,12,324,75,41
2024-09-18,Marketplace,6,149,32,15
2024-09-18,Mobile App,12,334,82,47
2024-09-18,Retail Store,5,107,26,15
2024-09-18,Web,15,325,86,44
2024-09-19,Marketplace,7,194,39,23
2024-09-19,Mobile App,15,409,91,46
2024-09-19,Retail Store,2,44,9,5
2024-09-19,Web,15,282,61,34
2024-09-20,Marketplace,5,92,18,9
2024-09-20,Mobile App,8,157,40,19
2024-09-20,Retail Store,1,19,3,1
2024-09-20,Web,14,347,82,37
2024-09-21,Marketplace,2,37,7,3
2024-09-21,Mobile App,11,285,52,26
2024-09-21,Web,13,245,50,24
2024-09-22,Marketplace,8,169,33,15
2024-09-22,Mobile App,15,321,58,35
2024-09-22,Retail Store,3,62,16,10
2024-09-22,Web,25,619,112,62
2024-09-23,Marketplace,6,142,25,13
2024-09-23,Mobile App,6,135,29,18
2024-09-23,Retail Store,4,79,17,8
2024-09-23,Web,7,154,42,27
2024-09-24,Marketplace,7,177,42,25
2024-09-24,Mobile App,11,261,51,24
2024-09-24,Retail Store,3,55,13,7
2024-09-24,Web,16,444,96,61
2024-09-25,Marketplace,5,94,20,10
2024-09-25,Mobile App,13,234,51,26
2024-09-25,Retail Store,1,19,5,2
2024-09-25,Web,19,519,131,63
2024-09-26,Marketplace,2,44,8,4
2024-09-26,Mobile App,12,293,60,35
2024-09-26,Retail Store,2,40,7,3
2024-09-26,Web,11,247,61,34
2024-09-27,Marketplace,9,217,50,30
2024-09-27,Mobile App,8,219,59,29
2024-09-27,Retail Store,1,21,4,2
2024-09-27,Web,19,414,111,67
2024-09-28,Marketplace,8,151,29,18
2024-09-28,Mobile App,11,285,52,32
2024-09-28,Retail Store,2,55,10,5
2024-09-28,Web,19,342,91,41
2024-09-29,Marketplace,8,210,58,35
2024-09-29,Mobile App,12,238,52,33
2024-09-29,Web,9,246,49,22
2024-09-30,Marketplace,7,165,36,19
2024-09-30,Mobile App,7,185,43,20
2024-09-30,Retail Store,2,48,10,6
2024-09-30,Web,15,374,87,42
2024-10-01,Marketplace,7,189,47,25
2024-10-01,Mobile App,9,185,45,25
2024-10-01,Retail Store,2,46,10,6
2024-10-01,Web,12,322,66,41
2024-10-02,Marketplace,14,358,72,38
2024-10-02,Mobile App,12,226,51,28
2024-10-02,Web,14,283,76,35
2024-10-03,Marketplace,6,146,29,13
2024-10-03,Mobile App,8,158,43,20
2024-10-03,Retail Store,4,82,21,12
2024-10-03,Web,19,394,91,57
2024-10-04,Marketplace,8,160,39,22
2024-10-04,Mobile App,11,274,59,31
2024-10-04,Retail Store,2,41,8,4
2024-10-04,Web,11,291,69,44
2024-10-05,Marketplace,8,223,49,27
2024-10-05,Mobile App,16,349,89,52
2024-10-05,Retail Store,1,26,5,2
2024-10-05,Web,9,207,48,22
2024-10-06,Marketplace,6,147,33,20
2024-10-06,Mobile App,9,247,46,24
2024-10-06,Retail Store,2,47,11,5
2024-10-06,Web,11,306,77,38
2024-10-07,Marketplace,6,122,22,9
2024-10-07,Mobile App,7,194,42,19
2024-10-07,Retail Store,1,19,3,1
2024-10-07,Web,20,542,115,66
2024-10-08,Marketplace,12,299,61,27
2024-10-08,Mobile App,13,354,74,39
2024-10-08,Retail Store,3,76,15,8
2024-10-08,Web,13,273,61,38
2024-10-09,Marketplace,8,157,43,21
2024-10-09,Mobile App,3,83,21,10
2024-10-09,Web,16,405,82,48
2024-10-10,Marketplace,12,318,68,40
2024-10-10,Mobile App,9,216,60,32
2024-10-10,Retail Store,3,54,14,6
2024-10-10,Web,19,510,102,58
2024-10-11,Marketplace,4,99,22,13
2024-10-11,Mobile App,10,267,61,27
2024-10-11,Web,18,378,92,58
2024-10-12,Marketplace,8,179,41,21
2024-10-12,Mobile App,7,186,36,19
2024-10-12,Retail Store,3,79,21,9
2024-10-12,Web,15,388,81,47
2024-10-13,Marketplace,6,131,27,17
2024-10-13,Mobile App,7,181,42,20
2024-10-13,Retail Store,3,68,12,5
2024-10-13,Web,25,471,108,56
2024-10-14,Marketplace,16,347,80,51
2024-10-14,Mobile App,10,247,56,34
2024-10-14,Retail Store,3,75,16,7
2024-10-14,Web,14,324,86,51
2024-10-15,Marketplace,10,268,59,27
2024-10-15,Mobile App,9,209,45,21
2024-10-15,Retail Store,2,52,13,6
2024-10-15,Web,12,326,82,50
2024-10-16,Marketplace,4,79,16,7
2024-10-16,Mobile App,7,136,31,14
2024-10-16,Retail Store,1,26,5,3
2024-10-16,Web,14,317,74,33
2024-10-17,Marketplace,4,76,14,8
2024-10-17,Mobile App,10,181,47,27
2024-10-17,Retail Store,3,73,15,8
2024-10-17,Web,12,302,56,30
2024-10-18,Marketplace,4,73,13,6
2024-10-18,Mobile App,13,349,88,51
2024-10-18,Retail Store,1,25,5,2
2024-10-18,Web,12,298,75,38
2024-10-19,Marketplace,8,211,53,28
2024-10-19,Mobile App,5,137,25,14
2024-10-19,Retail Store,1,27,6,2
2024-10-19,Web,15,388,105,67
2024-10-20,Marketplace,10,201,52,33
2024-10-20,Mobile App,15,409,86,45
2024-10-20,Retail Store,3,65,15,8
2024-10-20,Web,14,315,71,39
2024-10-21,Marketplace,6,111,29,15
2024-10-21,Mobile App,9,225,61,29
2024-10-21,Retail Store,1,19,4,1
2024-10-21,Web,15,410,89,47
2024-10-22,Marketplace,4,85,18,9
2024-10-22,Mobile App,9,207,43,25
2024-10-22,Retail Store,2,51,10,4
2024-10-22,Web,11,243,54,33
2024-10-23,Marketplace,10,181,33,16
2024-10-23,Mobile App,10,206,46,21
2024-10-23,Retail Store,1,22,4,2
2024-10-23,Web,12,309,63,39
2024-10-24,Marketplace,7,171,45,24
2024-10-24,Mobile App,11,272,62,32
2024-10-24,Retail Store,1,18,4,1
2024-10-24,Web,13,358,91,41
2024-10-25,Marketplace,9,169,36,17
2024-10-25,Mobile App,7,158,30,15
2024-10-25,Retail Store,2,38,7,4
2024-10-25,Web,15,304,66,35
2024-10-26,Marketplace,5,102,22,10
2024-10-26,Mobile App,9,162,31,19
2024-10-26,Retail Store,2,48,12,6
2024-10-26,Web,7,163,43,25
2024-10-27,Marketplace,2,45,8,4
2024-10-27,Mobile App,7,157,35,17
2024-10-27,Retail Store,2,52,10,4
2024-10-27,Web,17,357,71,33
2024-10-28,Marketplace,7,138,38,23
2024-10-28,Mobile App,10,263,52,26
2024-10-28,Retail Store,1,26,5,2
2024-10-28,Web,12,306,79,49
2024-10-29,Marketplace,5,96,17,8
2024-10-29,Mobile App,12,223,54,27
2024-10-29,Retail Store,2,47,11,6
2024-10-29,Web,12,239,62,31
2024-10-30,Marketplace,6,148,32,18
2024-10-30,Mobile App,6,156,37,22
2024-10-30,Retail Store,1,19,4,2
2024-10-30,Web,14,315,77,34
2024-10-31,Marketplace,5,118,28,14
2024-10-31,Mobile App,9,201,51,31
2024-10-31,Retail Store,4,109,20,12
2024-10-31,Web,13,356,67,43
2024-11-01,Marketplace,9,237,49,25
2024-11-01,Mobile App,12,223,58,36
2024-11-01,Retail Store,3,82,16,7
2024-11-01,Web,36,922,166,98
2024-11-02,Marketplace,8,198,43,23
2024-11-02,Mobile App,12,263,51,32
2024-11-02,Retail Store,5,139,25,14
2024-11-02,Web,33,625,150,93
2024-11-03,Marketplace,14,380,80,51
2024-11-03,Mobile App,26,711,155,97
2024-11-03,Retail Store,2,47,9,4
2024-11-03,Web,29,720,181,86
2024-11-04,Marketplace,5,102,24,11
2024-11-04,Mobile App,10,188,40,23
2024-11-04,Retail Store,4,84,22,11
2024-11-04,Web,24,630,127,65
2024-11-05,Marketplace,6,128,28,14
2024-11-05,Mobile App,14,353,82,47
2024-11-05,Retail Store,1,18,4,2
2024-11-05,Web,25,668,146,77
2024-11-06,Marketplace,13,336,83,40
2024-11-06,Mobile App,18,427,90,42
2024-11-06,Retail Store,3,70,12,6
2024-11-06,Web,22,580,128,77
2024-11-07,Marketplace,13,247,52,23
2024-11-07,Mobile App,19,416,113,63
2024-11-07,Retail Store,4,109,25,14
2024-11-07,Web,18,383,74,45
2024-11-08,Marketplace,5,135,31,15
2024-11-08,Mobile App,19,405,94,45
2024-11-08,Retail Store,1,25,6,2
2024-11-08,Web,31,843,230,141
2024-11-09,Marketplace,14,260,63,32
2024-11-09,Mobile App,21,466,109,56
2024-11-09,Web,28,520,129,82
2024-11-10,Marketplace,8,165,39,25
2024-11-10,Mobile App,10,272,53,28
2024-11-10,Retail Store,2,49,13,6
2024-11-10,Web,31,732,204,97
2024-11-11,Marketplace,8,185,48,26
2024-11-11,Mobile App,22,535,100,52
2024-11-11,Retail Store,3,79,17,7
2024-11-11,Web,22,579,151,88
2024-11-12,Marketplace,13,358,84,40
2024-11-12,Mobile App,13,255,49,27
2024-11-12,Retail Store,2,37,6,3
2024-11-12,Web,29,749,161,83
2024-11-13,Marketplace,13,361,73,33
2024-11-13,Mobile App,17,317,58,37
2024-11-13,Retail Store,7,150,36,21
2024-11-13,Web,27,558,139,64
2024-11-14,Marketplace,12,235,60,37
2024-11-14,Mobile App,25,511,115,54
2024-11-14,Web,25,474,132,67
2024-11-15,Marketplace,13,334,90,57
2024-11-15,Mobile App,13,357,88,51
2024-11-15,Retail Store,1,18,3,1
2024-11-15,Web,17,433,111,60
2024-11-16,Marketplace,10,240,47,27
2024-11-16,Mobile App,12,265,52,29
2024-11-16,Retail Store,3,64,16,8
2024-11-16,Web,20,499,124,69
2024-11-17,Marketplace,12,222,46,23
2024-11-17,Mobile App,18,335,71,36
2024-11-17,Retail Store,3,75,16,7
2024-11-17,Web,23,580,153,77
2024-11-18,Marketplace,14,275,50,29
2024-11-18,Mobile App,16,349,85,54
2024-11-18,Retail Store,3,77,16,8
2024-11-18,Web,17,314,58,26
2024-11-19,Marketplace,7,155,31,17
2024-11-19,Mobile App,15,345,77,49
2024-11-19,Retail Store,6,148,26,16
2024-11-19,Web,26,631,129,80
2024-11-20,Marketplace,15,287,80,48
2024-11-20,Mobile App,19,439,103,51
2024-11-20,Retail Store,2,53,10,6
2024-11-20,Web,28,705,177,102
2024-11-21,Marketplace,14,291,75,43
2024-11-21,Mobile App,11,224,51,27
2024-11-21,Retail Store,5,121,29,15
2024-11-21,Web,13,287,65,31
2024-11-22,Marketplace,12,236,48,27
2024-11-22,Mobile App,21,378,101,47
2024-11-22,Retail Store,2,53,9,5
2024-11-22,Web,26,687,185,105
2024-11-23,Marketplace,12,320,84,39
2024-11-23,Mobile App,22,507,91,51
2024-11-23,Retail Store,6,119,28,17
2024-11-23,Web,23,527,140,65
2024-11-24,Marketplace,13,289,67,42
2024-11-24,Mobile App,11,270,69,39
2024-11-24,Retail Store,2,55,13,7
2024-11-24,Web,27,542,100,53
2024-11-25,Marketplace,4,101,20,11
2024-11-25,Mobile App,12,271,69,33
2024-11-25,Retail Store,4,103,21,12
2024-11-25,Web,29,567,148,88
2024-11-26,Marketplace,11,246,48,23
2024-11-26,Mobile App,16,341,76,47
2024-11-26,Retail Store,4,89,17,10
2024-11-26,Web,30,814,157,73
2024-11-27,Marketplace,7,164,40,19
2024-11-27,Mobile App,19,446,104,55
2024-11-27,Retail Store,4,74,17,8
2024-11-27,Web,39,891,212,97
2024-11-28,Marketplace,13,322,84,53
2024-11-28,Mobile App,13,274,68,38
2024-11-28,Retail Store,1,27,5,2
2024-11-28,Web,18,471,113,63
2024-11-29,Marketplace,12,333,63,29
2024-11-29,Mobile App,17,366,88,50
2024-11-29,Retail Store,6,139,28,13
2024-11-29,Web,28,679,129,67
2024-11-30,Marketplace,19,420,96,57
2024-11-30,Mobile App,8,162,39,23
2024-11-30,Retail Store,1,21,5,3
2024-11-30,Web,21,513,94,46
2024-12-01,Marketplace,8,157,38,20
2024-12-01,Mobile App,14,285,70,41
2024-12-01,Retail Store,7,175,41,24
2024-12-01,Web,22,422,97,59
2024-12-02,Marketplace,15,279,50,30
2024-12-02,Mobile App,22,495,128,64
2024-12-02,Retail Store,5,117,27,17
2024-12-02,Web,33,695,155,71
2024-12-03,Marketplace,4,79,19,10
2024-12-03,Mobile App,18,457,114,55
2024-12-03,Retail Store,2,52,10,5
2024-12-03,Web,24,662,176,103
2024-12-04,Marketplace,13,286,60,29
2024-12-04,Mobile App,19,360,84,52
2024-12-04,Retail Store,4,101,28,13
2024-12-04,Web,26,722,133,78
2024-12-05,Marketplace,13,270,56,31
2024-12-05,Mobile App,19,393,97,45
2024-12-05,Retail Store,2,39,9,4
2024-12-05,Web,24,439,82,53
2024-12-06,Marketplace,15,397,103,49
2024-12-06,Mobile App,17,408,93,49
2024-12-06,Retail Store,6,109,23,13
2024-12-06,Web,21,416,88,48
2024-12-07,Marketplace,14,266,68,32
2024-12-07,Mobile App,24,472,109,56
2024-12-07,Retail Store,7,135,34,18
2024-12-07,Web,35,751,185,87
2024-12-08,Marketplace,17,424,80,42
2024-12-08,Mobile App,10,206,37,21
2024-12-08,Retail Store,3,65,14,6
2024-12-08,Web,20,384,106,49
2024-12-09,Marketplace,10,188,37,21
2024-12-09,Mobile App,13,284,55,27
2024-12-09,Retail Store,2,45,9,4
2024-12-09,Web,25,632,159,79
2024-12-10,Marketplace,9,177,43,27
2024-12-10,Mobile App,15,322,83,42
2024-12-10,Retail Store,4,94,17,9
2024-12-10,Web,18,455,121,60
2024-12-11,Marketplace,8,204,45,24
2024-12-11,Mobile App,12,315,70,44
2024-12-11,Retail Store,1,26,6,2
2024-12-11,Web,21,494,135,78
2024-12-12,Marketplace,11,204,37,19
2024-12-12,Mobile App,12,281,57,30
2024-12-12,Retail Store,2,37,6,3
2024-12-12,Web,24,589,113,62
2024-12-13,Marketplace,10,202,43,27
2024-12-13,Mobile App,23,517,98,61
2024-12-13,Retail Store,4,94,18,8
2024-12-13,Web,15,404,102,49
2024-12-14,Marketplace,12,218,57,26
2024-12-14,Mobile App,18,370,78,36
2024-12-14,Retail Store,3,57,12,5
2024-12-14,Web,15,376,73,41
2024-12-15,Marketplace,15,347,70,38
2024-12-15,Mobile App,34,735,157,92
2024-12-15,Retail Store,1,19,3,1
2024-12-15,Web,20,520,130,76
2024-12-16,Marketplace,12,301,83,49
2024-12-16,Mobile App,18,346,93,43
2024-12-16,Retail Store,1,22,4,2
2024-12-16,Web,21,545,152,87
2024-12-17,Marketplace,12,224,40,24
2024-12-17,Mobile App,21,513,96,53
2024-12-17,Retail Store,1,24,6,3
2024-12-17,Web,25,566,145,65
2024-12-18,Marketplace,6,140,38,21
2024-12-18,Mobile App,7,193,36,18
2024-12-18,Retail Store,1,27,7,3
2024-12-18,Web,30,645,173,99
2024-12-19,Marketplace,7,154,42,26
2024-12-19,Mobile App,14,257,68,43
2024-12-19,Retail Store,4,84,15,9
2024-12-19,Web,33,676,159,81
2024-12-20,Marketplace,10,278,53,28
2024-12-20,Mobile App,12,316,71,34
2024-12-20,Retail Store,4,84,16,8
2024-12-20,Web,25,530,115,66
2024-12-21,Marketplace,12,295,79,44
2024-12-21,Mobile App,15,343,72,44
2024-12-21,Retail Store,1,27,5,2
2024-12-21,Web,29,526,121,55
2024-12-22,Marketplace,9,227,49,28
2024-12-22,Mobile App,14,337,93,44
2024-12-22,Retail Store,2,47,11,6
2024-12-22,Web,30,793,192,119
2024-12-23,Marketplace,10,262,53,29
