shipment_id,order_id,order_date,ship_date,delivery_date,warehouse_id,warehouse_city,region,carrier,product_line,processing_days,transit_days,total_days,shipping_cost,status
S227626,O527626,2024-11-26,2024-11-27 13:55:12.000000000,2024-11-30 09:03:31.537223213,WH-NYC,New York,North America,Local,Apparel,1.58,2.8,4.38,5.9,On-time
S205910,O505910,2024-11-26,2024-11-27 08:24:00.000000000,2024-11-30 08:43:53.998835669,WH-NYC,New York,North America,USPS,Beauty,1.35,3.01,4.36,15.84,On-time
S220944,O520944,2024-11-26,2024-11-28 00:00:00.000000000,2024-12-01 04:08:05.136086065,WH-LON,London,Europe,USPS,Electronics,2.0,3.17,5.17,13.22,On-time
S218174,O518174,2024-11-26,2024-11-28 00:00:00.000000000,,WH-SIN,Singapore,APAC,USPS,Apparel,2.0,4.69,6.69,18.17,Failed
S207783,O507783,2024-11-26,2024-11-27 00:00:00.000000000,2024-11-29 16:08:49.428124238,WH-NYC,New York,North America,USPS,Electronics,1.0,2.67,3.67,12.16,On-time
S214002,O514002,2024-11-26,2024-11-27 07:12:00.000000000,2024-11-29 08:16:46.005115869,WH-LAX,Los Angeles,North America,DHL,Sports,1.3,2.04,3.34,11.75,On-time
S227376,O527376,2024-11-26,2024-11-28 05:45:36.000000000,2024-12-02 13:35:10.581951782,WH-SIN,Singapore,APAC,UPS,Apparel,2.24,4.33,6.57,18.76,On-time
S218131,O518131,2024-11-26,2024-11-29 00:00:00.000000000,2024-12-02 19:22:40.104049333,WH-SAO,Sao Paulo,LATAM,DHL,Apparel,3.0,3.81,6.81,17.99,On-time
S219817,O519817,2024-11-26,2024-11-27 00:28:48.000000000,2024-11-29 07:52:52.333454040,WH-NYC,New York,North America,UPS,Beauty,1.02,2.31,3.33,13.55,On-time
S200538,O500538,2024-11-26,2024-11-28 01:55:12.000000000,2024-11-30 14:14:25.583262293,WH-LON,London,Europe,USPS,Apparel,2.08,2.51,4.59,12.03,On-time
S221073,O521073,2024-11-26,2024-11-28 01:40:48.000000000,2024-12-01 09:48:18.073006542,WH-SIN,Singapore,APAC,DHL,Beauty,2.07,3.34,5.41,17.13,On-time
S214030,O514030,2024-11-26,2024-11-27 00:00:00.000000000,2024-11-29 23:56:45.671010976,WH-NYC,New York,North America,DHL,Electronics,1.0,3.0,4.0,13.59,On-time
S202503,O502503,2024-11-26,2024-11-27 00:57:36.000000000,2024-11-29 21:36:22.858854376,WH-NYC,New York,North America,UPS,Sports,1.04,2.86,3.9,13.22,On-time
S202235,O502235,2024-11-26,2024-11-28 15:21:36.000000000,2024-12-01 05:12:38.558158966,WH-LON,London,Europe,USPS,Electronics,2.64,2.58,5.22,12.58,On-time
S200809,O500809,2024-11-26,2024-11-28 00:00:00.000000000,2024-12-01 14:22:32.650348941,WH-SIN,Singapore,APAC,UPS,Apparel,2.0,3.6,5.6,18.48,On-time
S222573,O522573,2024-11-26,2024-11-28 10:48:00.000000000,2024-12-02 20:50:38.993608815,WH-SIN,Singapore,APAC,DHL,Sports,2.45,4.42,6.87,16.3,On-time
S208937,O508937,2024-11-26,2024-11-27 00:00:00.000000000,2024-11-30 08:19:52.918179078,WH-LAX,Los Angeles,North America,USPS,Home,1.0,3.35,4.35,12.83,On-time
S229303,O529303,2024-11-26,2024-11-28 13:12:00.000000000,2024-12-03 19:09:36.214544943,WH-SIN,Singapore,APAC,Local,Home,2.55,5.25,7.8,11.16,Late
S208025,O508025,2024-11-26,2024-11-27 12:00:00.000000000,2024-11-30 21:11:27.275150330,WH-LAX,Los Angeles,North America,USPS,Sports,1.5,3.38,4.88,11.61,On-time
S200066,O500066,2024-11-26,2024-11-28 00:43:12.000000000,2024-12-02 14:44:41.257971640,WH-SIN,Singapore,APAC,USPS,Apparel,2.03,4.58,6.61,18.34,On-time
S216922,O516922,2024-11-26,2024-11-29 10:04:48.000000000,2024-12-04 17:54:18.523617785,WH-SAO,Sao Paulo,LATAM,USPS,Home,3.42,5.33,8.75,17.87,Late
S200246,O500246,2024-11-26,2024-11-28 06:28:48.000000000,2024-11-30 01:12:23.529124676,WH-AMS,Amsterdam,Europe,UPS,Electronics,2.27,1.78,4.05,13.88,On-time
S208812,O508812,2024-11-26,2024-11-29 00:00:00.000000000,2024-12-02 15:48:05.348798259,WH-SAO,Sao Paulo,LATAM,DHL,Beauty,3.0,3.66,6.66,18.48,On-time
S205663,O505663,2024-11-26,2024-11-27 00:00:00.000000000,2024-11-29 18:58:31.924495398,WH-LAX,Los Angeles,North America,USPS,Apparel,1.0,2.79,3.79,11.28,On-time
S202133,O502133,2024-11-26,2024-11-28 00:00:00.000000000,2024-11-30 17:24:52.339017144,WH-LON,London,Europe,UPS,Electronics,2.0,2.73,4.73,11.61,On-time
S220554,O520554,2024-11-26,2024-11-28 06:28:48.000000000,2024-11-30 12:29:35.991496593,WH-LON,London,Europe,UPS,Electronics,2.27,2.25,4.52,11.72,On-time
S228470,O528470,2024-11-26,2024-11-29 00:00:00.000000000,2024-12-04 02:45:00.360985089,WH-SAO,Sao Paulo,LATAM,USPS,Beauty,3.0,5.11,8.11,17.29,Late
S214006,O514006,2024-11-26,2024-11-29 00:00:00.000000000,2024-12-04 03:07:29.458033757,WH-SAO,Sao Paulo,LATAM,USPS,Beauty,3.0,5.13,8.13,17.68,Late
S206476,O506476,2024-11-26,2024-11-28 18:14:24.000000000,2024-12-01 21:29:06.541714674,WH-LON,London,Europe,DHL,Apparel,2.76,3.14,5.9,11.93,On-time
S219144,O519144,2024-11-26,2024-11-28 06:14:24.000000000,2024-12-02 14:20:07.665160531,WH-SIN,Singapore,APAC,UPS,Sports,2.26,4.34,6.6,18.57,On-time
S227663,O527663,2024-11-26,2024-11-27 16:04:48.000000000,2024-11-28 16:04:48.000000000,WH-NYC,New York,North America,FedEx,Home,1.67,1.0,2.67,12.66,On-time
S208778,O508778,2024-11-26,2024-11-28 07:12:00.000000000,2024-12-01 01:08:16.346639037,WH-LON,London,Europe,FedEx,Sports,2.3,2.75,5.05,15.0,On-time
S229563,O529563,2024-11-26,2024-11-27 00:00:00.000000000,2024-11-29 04:07:42.984148126,WH-LAX,Los Angeles,North America,FedEx,Electronics,1.0,2.17,3.17,11.85,On-time
S226438,O526438,2024-11-26,2024-11-28 07:26:24.000000000,2024-11-30 02:20:27.942391789,WH-AMS,Amsterdam,Europe,FedEx,Sports,2.31,1.79,4.1,14.65,On-time
S208799,O508799,2024-11-26,2024-11-28 00:00:00.000000000,2024-12-02 12:52:02.329557821,WH-SIN,Singapore,APAC,UPS,Electronics,2.0,4.54,6.54,15.28,On-time
S227023,O527023,2024-11-26,2024-11-27 00:57:36.000000000,2024-11-29 14:17:25.845033632,WH-LAX,Los Angeles,North America,UPS,Sports,1.04,2.56,3.6,12.29,On-time
S224427,O524427,2024-11-26,2024-11-29 15:13:09.670639198,2024-11-30 22:44:39.981060818,WH-NYC,New York,North America,DHL,Home,3.63,1.31,4.95,12.58,On-time
S218155,O518155,2024-11-26,2024-11-28 12:28:48.000000000,2024-12-01 17:18:21.728273454,WH-LON,London,Europe,DHL,Home,2.52,3.2,5.72,12.16,On-time
S216012,O516012,2024-11-26,2024-11-28 02:24:00.000000000,2024-12-01 19:56:32.785280318,WH-SIN,Singapore,APAC,FedEx,Home,2.1,3.73,5.83,18.34,On-time
S210131,O510131,2024-11-27,2024-11-29 08:09:36.000000000,2024-12-02 15:56:03.192709220,WH-SIN,Singapore,APAC,DHL,Beauty,2.34,3.32,5.66,16.71,On-time
S228768,O528768,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 19:57:34.022916440,WH-LON,London,Europe,FedEx,Sports,2.0,2.83,4.83,11.8,On-time
S219567,O519567,2024-11-27,2024-11-30 00:00:00.000000000,2024-12-02 13:32:32.515209977,WH-SAO,Sao Paulo,LATAM,FedEx,Home,3.0,2.56,5.56,20.45,On-time
S211247,O511247,2024-11-27,2024-11-28 10:33:36.000000000,2024-11-30 20:32:09.075760123,WH-LAX,Los Angeles,North America,USPS,Home,1.44,2.42,3.86,13.54,On-time
S209267,O509267,2024-11-27,2024-11-28 07:12:00.000000000,2024-11-29 12:18:49.073760334,WH-LAX,Los Angeles,North America,DHL,Apparel,1.3,1.21,2.51,11.92,On-time
S208820,O508820,2024-11-27,2024-11-29 10:57:14.496232020,2024-12-01 07:18:41.214904499,WH-LAX,Los Angeles,North America,DHL,Apparel,2.46,1.85,4.3,11.71,On-time
S221030,O521030,2024-11-27,2024-11-28 00:00:00.000000000,2024-12-01 03:59:23.513020967,WH-NYC,New York,North America,Local,Sports,1.0,3.17,4.17,8.22,On-time
S211376,O511376,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 20:05:33.959275647,WH-LAX,Los Angeles,North America,DHL,Sports,1.0,1.84,2.84,13.64,On-time
S219858,O519858,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 00:32:21.904176822,WH-LON,London,Europe,USPS,Apparel,2.0,2.02,4.02,9.09,On-time
S221407,O521407,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 00:41:29.415591804,WH-AMS,Amsterdam,Europe,UPS,Electronics,2.0,2.03,4.03,12.49,On-time
S228672,O528672,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-02 02:34:58.248254066,WH-LON,London,Europe,UPS,Beauty,2.0,3.11,5.11,10.38,On-time
S209751,O509751,2024-11-27,2024-11-29 06:43:12.000000000,2024-12-02 00:47:32.223740398,WH-AMS,Amsterdam,Europe,FedEx,Beauty,2.28,2.75,5.03,10.21,On-time
S207953,O507953,2024-11-27,2024-11-30 00:00:00.000000000,2024-12-04 09:37:28.600530257,WH-SAO,Sao Paulo,LATAM,UPS,Sports,3.0,4.4,7.4,15.4,Late
S208511,O508511,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-02 22:42:45.895428426,WH-AMS,Amsterdam,Europe,USPS,Home,2.0,3.95,5.95,9.72,On-time
S223857,O523857,2024-11-27,2024-11-29 09:07:12.000000000,2024-12-02 23:08:46.469320765,WH-SIN,Singapore,APAC,FedEx,Beauty,2.38,3.58,5.96,16.08,On-time
S228384,O528384,2024-11-27,2024-11-30 07:12:00.000000000,2024-12-06 18:58:43.674793688,WH-SAO,Sao Paulo,LATAM,Local,Electronics,3.3,6.49,9.79,11.95,Late
S203081,O503081,2024-11-27,2024-11-29 16:48:00.000000000,2024-12-03 00:47:55.646152702,WH-LON,London,Europe,DHL,Beauty,2.7,3.33,6.03,11.27,On-time
S212882,O512882,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-30 22:44:44.136229724,WH-NYC,New York,North America,USPS,Home,1.0,2.95,3.95,10.51,On-time
S202466,O502466,2024-11-27,2024-11-28 03:50:24.000000000,2024-11-30 22:33:57.039652100,WH-NYC,New York,North America,USPS,Apparel,1.16,2.78,3.94,10.51,On-time
S220962,O520962,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 12:17:27.189405219,WH-LAX,Los Angeles,North America,UPS,Electronics,1.0,1.51,2.51,11.01,On-time
S212446,O512446,2024-11-27,2024-11-29 08:09:36.000000000,2024-12-02 10:00:02.168056396,WH-LON,London,Europe,DHL,Home,2.34,3.08,5.42,14.28,On-time
S208700,O508700,2024-11-27,2024-11-28 01:12:00.000000000,2024-12-01 01:17:00.487076948,WH-NYC,New York,North America,DHL,Apparel,1.05,3.0,4.05,14.1,On-time
S207583,O507583,2024-11-27,2024-11-29 11:02:24.000000000,2024-12-03 02:25:04.586247903,WH-AMS,Amsterdam,Europe,Local,Electronics,2.46,3.64,6.1,8.38,On-time
S228489,O528489,2024-11-27,2024-11-29 04:19:12.000000000,2024-12-01 07:59:43.178138295,WH-AMS,Amsterdam,Europe,DHL,Sports,2.18,2.15,4.33,12.73,On-time
S223298,O523298,2024-11-27,2024-11-30 15:02:50.367136496,2024-12-03 10:05:16.851478343,WH-NYC,New York,North America,USPS,Home,3.63,2.79,6.42,12.94,On-time
S212725,O512725,2024-11-27,2024-11-30 00:19:11.586884963,2024-12-03 09:37:20.142307000,WH-NYC,New York,North America,USPS,Home,3.01,3.39,6.4,13.33,On-time
S207615,O507615,2024-11-27,2024-11-29 02:09:36.000000000,2024-12-03 12:01:46.906400432,WH-SIN,Singapore,APAC,USPS,Sports,2.09,4.41,6.5,18.39,On-time
S220936,O520936,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 03:56:27.468660065,WH-AMS,Amsterdam,Europe,DHL,Home,2.0,2.16,4.16,10.98,On-time
S228610,O528610,2024-11-27,2024-11-28 01:55:12.000000000,2024-11-30 10:47:11.456807835,WH-LAX,Los Angeles,North America,FedEx,Home,1.08,2.37,3.45,13.39,On-time
S203129,O503129,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-03 20:12:56.995660967,WH-SIN,Singapore,APAC,USPS,Electronics,2.0,4.84,6.84,16.15,On-time
S212772,O512772,2024-11-27,2024-11-29 06:43:12.000000000,2024-12-02 18:27:26.924431060,WH-SIN,Singapore,APAC,UPS,Home,2.28,3.49,5.77,17.8,On-time
S229048,O529048,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 18:48:39.783343688,WH-NYC,New York,North America,FedEx,Sports,1.0,1.78,2.78,9.44,On-time
S227369,O527369,2024-11-27,2024-11-30 07:40:48.000000000,2024-12-03 16:48:30.627186436,WH-SAO,Sao Paulo,LATAM,DHL,Home,3.32,3.38,6.7,17.51,On-time
S210642,O510642,2024-11-27,2024-11-30 04:06:15.982440589,2024-12-03 00:47:08.573055768,WH-NYC,New York,North America,DHL,Electronics,3.17,2.86,6.03,11.91,On-time
S219353,O519353,2024-11-27,2024-11-30 08:24:00.000000000,2024-12-03 09:07:50.521323290,WH-SAO,Sao Paulo,LATAM,DHL,Beauty,3.35,3.03,6.38,17.91,On-time
S202696,O502696,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-03 04:00:39.284797714,WH-SIN,Singapore,APAC,UPS,Electronics,2.0,4.17,6.17,18.74,On-time
S227459,O527459,2024-11-27,2024-11-29 09:36:00.000000000,2024-12-02 14:36:55.568453143,WH-SIN,Singapore,APAC,DHL,Beauty,2.4,3.21,5.61,20.19,On-time
S202017,O502017,2024-11-27,2024-11-30 03:36:00.000000000,2024-12-03 23:48:15.862943200,WH-SAO,Sao Paulo,LATAM,FedEx,Apparel,3.15,3.84,6.99,18.09,On-time
S228650,O528650,2024-11-27,2024-11-28 20:38:24.000000000,2024-12-02 06:46:10.495902080,WH-LAX,Los Angeles,North America,UPS,Beauty,1.86,3.42,5.28,15.3,On-time
S219966,O519966,2024-11-27,2024-11-30 02:52:48.000000000,2024-12-03 12:32:17.171978916,WH-SAO,Sao Paulo,LATAM,DHL,Beauty,3.12,3.4,6.52,20.28,On-time
S220866,O520866,2024-11-27,2024-11-29 04:48:00.000000000,2024-12-01 08:55:30.656104786,WH-LON,London,Europe,FedEx,Electronics,2.2,2.17,4.37,11.21,On-time
S202648,O502648,2024-11-27,2024-11-28 11:45:36.000000000,2024-12-01 13:12:41.556175848,WH-NYC,New York,North America,Local,Beauty,1.49,3.06,4.55,7.95,On-time
S220423,O520423,2024-11-27,2024-11-28 02:24:00.000000000,2024-11-29 22:11:11.806663675,WH-NYC,New York,North America,USPS,Beauty,1.1,1.82,2.92,12.81,On-time
S208604,O508604,2024-11-27,2024-11-28 11:16:48.000000000,2024-12-02 06:10:07.472916926,WH-NYC,New York,North America,USPS,Home,1.47,3.79,5.26,13.43,On-time
S222060,O522060,2024-11-27,2024-11-29 00:57:36.000000000,2024-12-01 09:03:51.299161079,WH-LON,London,Europe,Local,Electronics,2.04,2.34,4.38,5.78,On-time
S221496,O521496,2024-11-27,2024-12-01 17:21:54.039005706,2024-12-04 04:36:35.516790941,WH-LON,London,Europe,USPS,Electronics,4.72,2.47,7.19,13.84,Late
S220628,O520628,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 11:34:58.637495026,WH-NYC,New York,North America,USPS,Sports,1.0,1.48,2.48,7.69,On-time
S219076,O519076,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 02:04:18.039458184,WH-LON,London,Europe,UPS,Sports,2.0,2.09,4.09,13.51,On-time
S202196,O502196,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-02 11:02:10.264737560,WH-SIN,Singapore,APAC,USPS,Home,2.0,3.46,5.46,19.95,On-time
S211267,O511267,2024-11-27,2024-11-30 00:00:00.000000000,2024-12-04 00:31:52.859754491,WH-SIN,Singapore,APAC,DHL,Home,3.0,4.02,7.02,20.46,Late
S202162,O502162,2024-11-27,2024-11-29 16:33:35.999999999,,WH-AMS,Amsterdam,Europe,FedEx,Apparel,2.69,3.41,6.1,13.53,Failed
S202800,O502800,2024-11-27,2024-11-28 06:14:24.000000000,2024-11-29 12:56:00.519691853,WH-NYC,New York,North America,DHL,Electronics,1.26,1.28,2.54,9.49,On-time
S213386,O513386,2024-11-27,2024-11-30 22:07:09.426037091,,WH-NYC,New York,North America,USPS,Electronics,3.92,2.66,6.58,10.97,Failed
S213802,O513802,2024-11-27,2024-11-30 00:00:00.000000000,2024-12-04 21:13:18.424016250,WH-SAO,Sao Paulo,LATAM,USPS,Apparel,3.0,4.88,7.88,16.19,Late
S223935,O523935,2024-11-27,2024-11-28 06:57:36.000000000,,WH-NYC,New York,North America,UPS,Beauty,1.29,1.96,3.25,11.54,Failed
S200839,O500839,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-30 09:18:57.942460131,WH-NYC,New York,North America,DHL,Electronics,1.0,2.39,3.39,13.85,On-time
S203622,O503622,2024-11-27,2024-11-28 00:28:48.000000000,2024-11-30 00:57:31.011232567,WH-LAX,Los Angeles,North America,DHL,Apparel,1.02,2.02,3.04,10.76,On-time
S200131,O500131,2024-11-27,2024-11-29 10:18:27.354743308,2024-11-30 21:18:33.325904545,WH-LAX,Los Angeles,North America,FedEx,Beauty,2.43,1.46,3.89,9.61,On-time
S229487,O529487,2024-11-27,2024-11-28 00:28:48.000000000,2024-11-29 15:06:18.421931505,WH-LAX,Los Angeles,North America,UPS,Sports,1.02,1.61,2.63,11.91,On-time
S218313,O518313,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 21:19:02.548207655,WH-LAX,Los Angeles,North America,DHL,Electronics,1.0,1.89,2.89,11.84,On-time
S205631,O505631,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 20:49:00.612377339,WH-LON,London,Europe,UPS,Apparel,2.0,2.87,4.87,10.7,On-time
S224596,O524596,2024-11-27,2024-11-30 00:00:00.000000000,2024-12-03 02:38:18.269426446,WH-SAO,Sao Paulo,LATAM,DHL,Electronics,3.0,3.11,6.11,16.41,On-time
S206466,O506466,2024-11-27,2024-11-30 17:11:07.141542368,2024-12-03 16:03:34.799536232,WH-SIN,Singapore,APAC,DHL,Home,3.72,2.95,6.67,16.98,On-time
S218020,O518020,2024-11-27,2024-11-29 01:40:48.000000000,2024-12-01 23:27:56.988885464,WH-LON,London,Europe,DHL,Sports,2.07,2.91,4.98,12.79,On-time
S226222,O526222,2024-11-27,2024-11-29 00:14:24.000000000,2024-12-01 21:52:20.603386099,WH-LON,London,Europe,FedEx,Beauty,2.01,2.9,4.91,11.79,On-time
S200794,O500794,2024-11-27,2024-11-29 10:19:12.000000000,2024-12-03 13:08:25.608694076,WH-SIN,Singapore,APAC,DHL,Electronics,2.43,4.12,6.55,18.05,On-time
S213572,O513572,2024-11-27,2024-11-28 00:14:24.000000000,2024-11-30 04:20:55.494451913,WH-LAX,Los Angeles,North America,DHL,Home,1.01,2.17,3.18,12.02,On-time
S206547,O506547,2024-11-27,2024-11-29 20:24:00.000000000,2024-12-02 17:14:28.428977518,WH-AMS,Amsterdam,Europe,DHL,Home,2.85,2.87,5.72,13.18,On-time
S205790,O505790,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 23:48:52.600222154,WH-NYC,New York,North America,FedEx,Beauty,1.0,1.99,2.99,8.74,On-time
S203531,O503531,2024-11-27,2024-11-30 02:09:36.000000000,2024-12-04 04:43:19.368513696,WH-SAO,Sao Paulo,LATAM,USPS,Home,3.09,4.11,7.2,17.45,Late
S200835,O500835,2024-11-27,2024-11-29 02:09:36.000000000,2024-12-03 00:01:23.332595620,WH-SIN,Singapore,APAC,DHL,Home,2.09,3.91,6.0,16.22,On-time
S200277,O500277,2024-11-27,2024-11-29 02:24:00.000000000,2024-12-03 19:31:56.639143283,WH-SIN,Singapore,APAC,USPS,Home,2.1,4.71,6.81,18.58,On-time
S204985,O504985,2024-11-27,2024-11-30 06:14:24.000000000,2024-12-04 06:25:13.546622925,WH-AMS,Amsterdam,Europe,USPS,Electronics,3.26,4.01,7.27,11.88,Late
S205828,O505828,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 13:33:47.174983611,WH-AMS,Amsterdam,Europe,UPS,Apparel,2.0,2.57,4.57,11.98,On-time
S206669,O506669,2024-11-27,2024-11-29 00:00:00.000000000,2024-11-30 14:28:33.745876466,WH-AMS,Amsterdam,Europe,FedEx,Apparel,2.0,1.6,3.6,11.58,On-time
S204172,O504172,2024-11-27,2024-11-30 17:02:24.000000000,2024-12-04 10:14:56.065400571,WH-SAO,Sao Paulo,LATAM,USPS,Beauty,3.71,3.72,7.43,18.31,Late
S206068,O506068,2024-11-27,2024-11-28 01:55:12.000000000,2024-11-30 17:21:27.069575028,WH-NYC,New York,North America,FedEx,Beauty,1.08,2.64,3.72,11.96,On-time
S229514,O529514,2024-11-27,2024-11-29 08:38:24.000000000,2024-12-03 01:29:20.713809865,WH-SIN,Singapore,APAC,DHL,Beauty,2.36,3.7,6.06,17.89,On-time
S217410,O517410,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 10:41:59.574534809,WH-NYC,New York,North America,FedEx,Sports,1.0,1.45,2.45,14.23,On-time
S213812,O513812,2024-11-27,2024-11-29 04:04:48.000000000,2024-11-30 22:27:36.317995698,WH-LON,London,Europe,UPS,Home,2.17,1.77,3.94,10.64,On-time
S205247,O505247,2024-11-27,2024-11-29 09:36:00.000000000,2024-12-03 02:40:15.492264343,WH-AMS,Amsterdam,Europe,FedEx,Apparel,2.4,3.71,6.11,10.79,On-time
S203674,O503674,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-03 09:40:22.549327527,WH-SIN,Singapore,APAC,FedEx,Sports,2.0,4.4,6.4,18.67,On-time
S216456,O516456,2024-11-27,2024-11-29 17:16:48.000000000,2024-12-03 21:05:10.734178508,WH-SIN,Singapore,APAC,UPS,Sports,2.72,4.16,6.88,15.52,On-time
S229243,O529243,2024-11-27,2024-11-30 01:55:12.000000000,2024-12-03 06:20:59.391756913,WH-SAO,Sao Paulo,LATAM,FedEx,Sports,3.08,3.18,6.26,18.68,On-time
S225397,O525397,2024-11-27,2024-11-30 06:14:24.000000000,2024-12-03 12:07:18.489122785,WH-SAO,Sao Paulo,LATAM,UPS,Electronics,3.26,3.25,6.51,16.2,On-time
S213877,O513877,2024-11-27,2024-11-28 00:00:00.000000000,2024-12-01 21:54:08.428273058,WH-NYC,New York,North America,DHL,Sports,1.0,3.91,4.91,11.77,On-time
S225361,O525361,2024-11-27,2024-11-28 01:55:12.000000000,2024-12-01 23:37:53.385612159,WH-LAX,Los Angeles,North America,Local,Home,1.08,3.9,4.98,9.35,On-time
S218565,O518565,2024-11-27,2024-11-30 00:00:00.000000000,2024-12-04 07:35:16.798862201,WH-SAO,Sao Paulo,LATAM,USPS,Sports,3.0,4.32,7.32,18.49,Late
S217311,O517311,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-30 19:55:28.476478263,WH-NYC,New York,North America,DHL,Sports,1.0,2.83,3.83,13.77,On-time
S215384,O515384,2024-11-27,2024-11-28 00:00:00.000000000,2024-12-01 05:39:22.978955511,WH-NYC,New York,North America,FedEx,Electronics,1.0,3.24,4.24,14.36,On-time
S214488,O514488,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-03 00:56:26.469685501,WH-AMS,Amsterdam,Europe,Local,Electronics,2.0,4.04,6.04,7.68,On-time
S201029,O501029,2024-11-27,2024-11-28 07:12:00.000000000,2024-12-01 17:48:01.288132142,WH-LAX,Los Angeles,North America,UPS,Apparel,1.3,3.44,4.74,12.17,On-time
S216485,O516485,2024-11-27,2024-11-28 00:00:00.000000000,2024-11-29 01:18:11.873765733,WH-NYC,New York,North America,DHL,Electronics,1.0,1.05,2.05,14.17,On-time
S217914,O517914,2024-11-27,2024-11-29 00:00:00.000000000,2024-12-01 11:46:46.562099332,WH-AMS,Amsterdam,Europe,UPS,Home,2.0,2.49,4.49,14.55,On-time
S216058,O516058,2024-11-27,2024-11-29 01:55:12.000000000,2024-12-03 05:20:43.483802519,WH-SIN,Singapore,APAC,DHL,Apparel,2.08,4.14,6.22,17.53,On-time
S218212,O518212,2024-11-28,2024-11-29 16:04:48.000000000,2024-12-01 20:29:41.326104647,WH-LAX,Los Angeles,North America,USPS,Electronics,1.67,2.18,3.85,10.03,On-time
S209429,O509429,2024-11-28,2024-11-29 00:00:00.000000000,2024-12-01 06:47:37.682143316,WH-NYC,New York,North America,USPS,Apparel,1.0,2.28,3.28,12.57,On-time
S217554,O517554,2024-11-28,2024-11-30 00:00:00.000000000,2024-12-02 22:46:30.904379754,WH-AMS,Amsterdam,Europe,FedEx,Electronics,2.0,2.95,4.95,10.85,On-time
S200017,O500017,2024-11-28,2024-11-29 00:00:00.000000000,2024-11-30 19:19:59.176816219,WH-NYC,New York,North America,DHL,Sports,1.0,1.81,2.81,10.56,On-time
S207882,O507882,2024-11-28,2024-11-30 00:14:24.000000000,2024-12-03 09:07:29.248064797,WH-SIN,Singapore,APAC,UPS,Home,2.01,3.37,5.38,18.34,On-time
S227338,O527338,2024-11-28,2024-11-30 08:18:36.768229608,2024-12-04 08:37:30.849059019,WH-NYC,New York,North America,Local,Home,2.35,4.01,6.36,7.62,On-time
S209142,O509142,2024-11-28,2024-11-29 02:09:36.000000000,2024-12-01 20:36:36.881780688,WH-NYC,New York,North America,FedEx,Beauty,1.09,2.77,3.86,11.33,On-time
S222659,O522659,2024-11-28,2024-11-29 00:00:00.000000000,2024-12-02 21:31:45.907180135,WH-NYC,New York,North America,DHL,Electronics,1.0,3.9,4.9,13.82,On-time
S228464,O528464,2024-11-28,2024-11-30 07:55:12.000000000,2024-12-02 23:03:08.530262403,WH-AMS,Amsterdam,Europe,DHL,Beauty,2.33,2.63,4.96,12.82,On-time
S215109,O515109,2024-11-28,2024-11-30 01:12:00.000000000,2024-12-03 23:36:23.504020202,WH-SIN,Singapore,APAC,DHL,Beauty,2.05,3.93,5.98,18.45,On-time
S222593,O522593,2024-11-28,2024-12-01 00:00:00.000000000,2024-12-05 03:22:50.803082973,WH-SAO,Sao Paulo,LATAM,FedEx,Home,3.0,4.14,7.14,17.34,Late
S216342,O516342,2024-11-28,2024-11-30 00:00:00.000000000,2024-12-02 11:09:33.083009614,WH-AMS,Amsterdam,Europe,UPS,Apparel,2.0,2.46,4.46,13.5,On-time
S209168,O509168,2024-11-28,2024-12-01 00:00:00.000000000,2024-12-06 09:27:13.643404629,WH-SAO,Sao Paulo,LATAM,Local,Home,3.0,5.39,8.39,17.43,Late
S228190,O528190,2024-11-28,2024-11-29 08:38:24.000000000,2024-12-01 02:32:31.928740872,WH-NYC,New York,North America,UPS,Apparel,1.36,1.75,3.11,10.22,On-time
S213913,O513913,2024-11-28,2024-11-30 00:00:00.000000000,2024-12-05 03:30:39.569027806,WH-SIN,Singapore,APAC,Local,Beauty,2.0,5.15,7.15,13.96,Late
S228992,O528992,2024-11-28,2024-12-01 00:00:00.000000000,2024-12-04 14:24:57.976228586,WH-SAO,Sao Paulo,LATAM,UPS,Home,3.0,3.6,6.6,19.06,On-time
